====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
 16868   1.687E+01   7.067E-03   6.629E-12   2.06E-01   8.19E-06       T     336   9.160E-07
 16869   1.687E+01   7.060E-03   9.081E-12   2.06E-01   8.19E-06       T     334   9.988E-07
 16870   1.687E+01   6.970E-03   4.264E-12   2.06E-01   8.19E-06       T     316   9.501E-07
 16871   1.687E+01   6.800E-03   9.184E-13   2.06E-01   8.19E-06       T     359   8.581E-08
 16872   1.687E+01   6.553E-03   7.082E-12   2.05E-01   8.19E-06       T     322   9.114E-07
 16873   1.687E+01   6.235E-03   4.808E-12   2.05E-01   8.19E-06       T     315   9.673E-07
 16874   1.687E+01   6.088E-03   7.265E-12   2.04E-01   8.19E-06       T     363   9.259E-07
 16875   1.687E+01   6.128E-03   5.913E-12   2.03E-01   8.19E-06       T     329   9.409E-07
 16876   1.688E+01   6.111E-03   8.260E-12   2.03E-01   8.19E-06       T     314   9.945E-07
 16877   1.688E+01   6.229E-03   7.658E-12   2.03E-01   8.19E-06       T     354   9.108E-07
 16878   1.688E+01   6.300E-03   9.224E-12   2.03E-01   8.19E-06       T     334   9.377E-07
 16879   1.688E+01   6.317E-03   6.911E-12   2.02E-01   8.19E-06       T     316   9.381E-07
 16880   1.688E+01   6.307E-03   8.091E-12   2.02E-01   8.19E-06       T     354   9.745E-07
 16881   1.688E+01   6.379E-03   4.417E-12   2.02E-01   8.19E-06       T     317   9.528E-07
 16882   1.688E+01   6.686E-03   6.822E-12   2.02E-01   8.19E-06       T     341   9.719E-07
 16883   1.688E+01   7.104E-03   6.903E-12   2.02E-01   8.19E-06       T     342   9.781E-07
 16884   1.688E+01   7.447E-03   6.143E-12   2.02E-01   8.19E-06       T     299   8.414E-07
 16885   1.688E+01   7.711E-03   2.434E-12   2.02E-01   8.19E-06       T     339   3.040E-07
 16886   1.689E+01   7.893E-03   7.994E-12   2.03E-01   8.19E-06       T     357   9.407E-07
 16887   1.689E+01   7.991E-03   5.416E-12   2.03E-01   8.19E-06       T     319   9.839E-07
 16888   1.689E+01   8.002E-03   7.526E-12   2.03E-01   8.19E-06       T     350   9.480E-07
 16889   1.689E+01   7.928E-03   8.602E-12   2.03E-01   8.19E-06       T     337   8.572E-07
 16890   1.689E+01   7.768E-03   6.152E-12   2.03E-01   8.19E-06       T     341   8.674E-07
 16891   1.689E+01   7.525E-03   4.491E-12   2.03E-01   8.19E-06       T     320   9.686E-07
 16892   1.689E+01   7.201E-03   6.238E-12   2.03E-01   8.19E-06       T     335   8.706E-07
 16893   1.689E+01   6.800E-03   6.064E-12   2.03E-01   8.19E-06       T     340   8.941E-07
 16894   1.689E+01   6.327E-03   7.498E-12   2.03E-01   8.19E-06       T     351   9.842E-07
 16895   1.689E+01   5.852E-03   6.714E-12   2.03E-01   8.19E-06       T     325   9.979E-07
 16896   1.690E+01   5.464E-03   4.964E-12   2.03E-01   8.19E-06       T     323   9.201E-07
 16897   1.690E+01   5.613E-03   6.278E-12   2.03E-01   8.19E-06       T     340   8.646E-07
 16898   1.690E+01   5.706E-03   4.558E-12   2.02E-01   8.19E-06       T     326   9.112E-07
 16899   1.690E+01   5.741E-03   4.557E-12   2.02E-01   8.19E-06       T     328   8.101E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 16900   1.690E+01   5.717E-03   9.204E-12   2.02E-01   8.19E-06       T     325   7.354E-07
 16901   1.690E+01   5.634E-03   6.581E-12   2.01E-01   8.19E-06       T     346   9.547E-07
 16902   1.690E+01   6.238E-03   4.472E-12   2.01E-01   8.19E-06       T     329   5.805E-07
 16903   1.690E+01   6.858E-03   9.599E-12   2.01E-01   8.19E-06       T     343   8.924E-07
 16904   1.690E+01   7.409E-03   7.940E-13   2.01E-01   8.19E-06       T     335   1.433E-07
 16905   1.690E+01   7.884E-03   6.593E-12   2.01E-01   8.19E-06       T     367   7.946E-07
 16906   1.691E+01   8.275E-03   6.074E-12   2.01E-01   8.19E-06       T     323   9.861E-07
 16907   1.691E+01   8.577E-03   6.718E-12   2.01E-01   8.19E-06       T     328   9.361E-07
 16908   1.691E+01   8.787E-03   5.862E-12   2.01E-01   8.19E-06       T     343   9.373E-07
 16909   1.691E+01   8.901E-03   7.434E-12   2.01E-01   8.19E-06       T     333   9.898E-07
 16910   1.691E+01   8.917E-03   5.565E-12   2.01E-01   8.19E-06       T     294   9.128E-07
 16911   1.691E+01   8.835E-03   4.086E-12   2.01E-01   8.19E-06       T     328   9.210E-07
 16912   1.691E+01   8.655E-03   7.551E-12   2.01E-01   8.19E-06       T     333   9.186E-07
 16913   1.691E+01   8.379E-03   4.984E-12   2.01E-01   8.19E-06       T     337   8.973E-07
 16914   1.691E+01   8.010E-03   5.533E-12   2.01E-01   8.19E-06       T     350   6.706E-07
 16915   1.691E+01   7.552E-03   8.625E-12   2.01E-01   8.19E-06       T     333   9.709E-07
 16916   1.692E+01   7.011E-03   9.982E-12   2.01E-01   8.19E-06       T     340   9.537E-07
 16917   1.692E+01   7.078E-03   5.782E-12   2.01E-01   8.19E-06       T     343   9.572E-07
 16918   1.692E+01   7.102E-03   4.976E-12   2.01E-01   8.19E-06       T     347   8.426E-07
 16919   1.692E+01   7.186E-03   4.643E-12   2.02E-01   8.19E-06       T     353   7.444E-07
 16920   1.692E+01   7.182E-03   6.445E-12   2.02E-01   8.19E-06       T     356   9.999E-07
 16921   1.692E+01   7.093E-03   4.181E-12   2.03E-01   8.19E-06       T     358   6.561E-07
 16922   1.692E+01   6.919E-03   6.139E-12   2.03E-01   8.19E-06       T     352   6.825E-07
 16923   1.692E+01   6.665E-03   9.145E-12   2.03E-01   8.19E-06       T     364   9.498E-07
 16924   1.692E+01   6.334E-03   9.395E-12   2.03E-01   8.19E-06       T     345   9.050E-07
 16925   1.692E+01   6.203E-03   4.842E-12   2.03E-01   8.19E-06       T     331   9.535E-07
 16926   1.693E+01   6.263E-03   8.262E-12   2.04E-01   8.19E-06       T     351   9.301E-07
 16927   1.693E+01   6.490E-03   6.748E-12   2.04E-01   8.19E-06       T     319   9.938E-07
 16928   1.693E+01   6.593E-03   1.047E-11   2.04E-01   8.19E-06       T     349   9.887E-07
 16929   1.693E+01   6.571E-03   7.727E-12   2.04E-01   8.19E-06       T     355   8.861E-07
 16930   1.693E+01   6.426E-03   5.486E-12   2.04E-01   8.19E-06       T     309   9.821E-07
 16931   1.693E+01   6.415E-03   9.650E-12   2.04E-01   8.19E-06       T     338   9.464E-07
 16932   1.693E+01   6.327E-03   9.940E-12   2.04E-01   8.19E-06       T     359   6.939E-07
 16933   1.693E+01   6.435E-03   8.814E-12   2.04E-01   8.19E-06       T     309   9.752E-07
 16934   1.693E+01   6.603E-03   8.210E-12   2.05E-01   8.19E-06       T     313   8.601E-07
 16935   1.693E+01   6.946E-03   8.069E-12   2.05E-01   8.19E-06       T     353   7.724E-07
 16936   1.694E+01   7.194E-03   6.170E-12   2.05E-01   8.19E-06       T     297   9.955E-07
 16937   1.694E+01   7.347E-03   3.437E-12   2.06E-01   8.19E-06       T     298   6.317E-07
 16938   1.694E+01   7.402E-03   1.284E-11   2.06E-01   8.19E-06       T     302   9.596E-07
 16939   1.694E+01   7.362E-03   8.327E-12   2.06E-01   8.19E-06       T     318   9.677E-07
 16940   1.694E+01   7.227E-03   5.887E-12   2.06E-01   8.19E-06       T     298   9.248E-07
 16941   1.694E+01   7.001E-03   8.209E-12   2.06E-01   8.19E-06       T     300   9.487E-07
 16942   1.694E+01   6.689E-03   8.284E-12   2.05E-01   8.19E-06       T     299   7.019E-07
 16943   1.694E+01   6.296E-03   6.663E-12   2.05E-01   8.19E-06       T     298   8.825E-07
 16944   1.694E+01   5.829E-03   9.036E-12   2.04E-01   8.19E-06       T     333   9.597E-07
 16945   1.694E+01   5.749E-03   6.295E-12   2.04E-01   8.19E-06       T     322   8.947E-07
 16946   1.695E+01   5.912E-03   6.245E-12   2.04E-01   8.19E-06       T     294   8.739E-07
 16947   1.695E+01   6.082E-03   5.969E-12   2.05E-01   8.19E-06       T     292   6.504E-07
 16948   1.695E+01   6.207E-03   1.136E-11   2.05E-01   8.19E-06       T     306   9.826E-07
 16949   1.695E+01   6.287E-03   8.825E-12   2.06E-01   8.19E-06       T     298   7.098E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 16950   1.695E+01   6.320E-03   6.077E-12   2.06E-01   8.19E-06       T     297   7.012E-07
 16951   1.695E+01   6.306E-03   5.096E-12   2.07E-01   8.19E-06       T     290   9.253E-07
 16952   1.695E+01   6.244E-03   7.640E-12   2.07E-01   8.19E-06       T     307   9.962E-07
 16953   1.695E+01   6.292E-03   1.039E-11   2.07E-01   8.19E-06       T     291   9.737E-07
 16954   1.695E+01   6.544E-03   9.649E-12   2.07E-01   8.19E-06       T     313   9.943E-07
 16955   1.695E+01   6.745E-03   7.366E-12   2.08E-01   8.19E-06       T     303   9.843E-07
 16956   1.696E+01   6.893E-03   9.431E-12   2.08E-01   8.19E-06       T     311   8.774E-07
 16957   1.696E+01   6.983E-03   7.766E-12   2.08E-01   8.19E-06       T     326   9.977E-07
 16958   1.696E+01   7.013E-03   8.201E-12   2.08E-01   8.19E-06       T     331   9.995E-07
 16959   1.696E+01   6.979E-03   1.047E-11   2.07E-01   8.19E-06       T     289   9.849E-07
 16960   1.696E+01   6.880E-03   6.313E-12   2.07E-01   8.19E-06       T     280   9.775E-07
 16961   1.696E+01   6.716E-03   6.443E-12   2.07E-01   8.19E-06       T     273   9.152E-07
 16962   1.696E+01   6.487E-03   8.004E-12   2.07E-01   8.19E-06       T     300   9.671E-07
 16963   1.696E+01   6.192E-03   7.267E-12   2.06E-01   8.19E-06       T     307   9.355E-07
 16964   1.696E+01   5.835E-03   7.635E-12   2.06E-01   8.19E-06       T     305   9.254E-07
 16965   1.696E+01   5.561E-03   7.398E-12   2.05E-01   8.19E-06       T     302   9.292E-07
 16966   1.697E+01   5.678E-03   8.302E-12   2.05E-01   8.19E-06       T     312   7.522E-07
 16967   1.697E+01   5.895E-03   4.356E-12   2.05E-01   8.19E-06       T     344   5.033E-07
 16968   1.697E+01   6.071E-03   8.745E-12   2.05E-01   8.19E-06       T     310   9.011E-07
 16969   1.697E+01   6.285E-03   1.072E-11   2.05E-01   8.19E-06       T     336   9.593E-07
 16970   1.697E+01   6.650E-03   6.557E-12   2.05E-01   8.19E-06       T     298   9.452E-07
 16971   1.697E+01   6.960E-03   7.558E-12   2.04E-01   8.19E-06       T     300   9.680E-07
 16972   1.697E+01   7.213E-03   5.118E-12   2.04E-01   8.19E-06       T     280   8.996E-07
 16973   1.697E+01   7.404E-03   7.637E-12   2.04E-01   8.19E-06       T     295   8.650E-07
 16974   1.697E+01   7.533E-03   6.597E-12   2.04E-01   8.19E-06       T     314   6.557E-07
 16975   1.697E+01   7.599E-03   8.550E-12   2.03E-01   8.19E-06       T     297   9.931E-07
 16976   1.698E+01   7.602E-03   8.278E-12   2.03E-01   8.19E-06       T     291   9.876E-07
 16977   1.698E+01   7.541E-03   7.727E-12   2.03E-01   8.19E-06       T     301   9.936E-07
 16978   1.698E+01   7.419E-03   8.583E-12   2.03E-01   8.19E-06       T     286   9.399E-07
 16979   1.698E+01   7.237E-03   8.378E-12   2.03E-01   8.19E-06       T     282   8.316E-07
 16980   1.698E+01   6.997E-03   8.976E-12   2.04E-01   8.19E-06       T     294   9.964E-07
 16981   1.698E+01   6.703E-03   7.831E-12   2.04E-01   8.19E-06       T     273   8.521E-07
 16982   1.698E+01   6.619E-03   7.726E-12   2.05E-01   8.19E-06       T     344   9.564E-07
 16983   1.698E+01   6.662E-03   1.003E-11   2.05E-01   8.19E-06       T     325   7.599E-07
 16984   1.698E+01   6.713E-03   1.182E-11   2.05E-01   8.19E-06       T     314   8.147E-07
 16985   1.698E+01   6.704E-03   9.297E-12   2.06E-01   8.19E-06       T     342   9.909E-07
 16986   1.699E+01   6.839E-03   7.280E-12   2.06E-01   8.19E-06       T     350   8.780E-07
 16987   1.699E+01   6.952E-03   8.999E-12   2.06E-01   8.19E-06       T     284   9.659E-07
 16988   1.699E+01   6.992E-03   8.201E-12   2.06E-01   8.19E-06       T     280   9.067E-07
 16989   1.699E+01   7.002E-03   5.578E-12   2.06E-01   8.19E-06       T     279   7.543E-07
 16990   1.699E+01   6.937E-03   5.027E-12   2.06E-01   8.19E-06       T     272   3.872E-07
 16991   1.699E+01   6.800E-03   8.943E-12   2.06E-01   8.19E-06       T     283   8.986E-07
 16992   1.699E+01   6.594E-03   6.613E-12   2.06E-01   8.19E-06       T     285   7.836E-07
 16993   1.699E+01   6.323E-03   7.809E-12   2.06E-01   8.19E-06       T     284   9.277E-07
 16994   1.699E+01   6.574E-03   7.810E-12   2.07E-01   8.19E-06       T     282   8.513E-07
 16995   1.699E+01   6.822E-03   9.912E-12   2.07E-01   8.19E-06       T     291   9.860E-07
 16996   1.700E+01   6.966E-03   7.669E-12   2.07E-01   8.19E-06       T     294   8.214E-07
 16997   1.700E+01   7.001E-03   1.084E-11   2.08E-01   8.19E-06       T     306   8.693E-07
 16998   1.700E+01   7.161E-03   7.780E-12   2.08E-01   8.19E-06       T     317   9.434E-07
 16999   1.700E+01   7.287E-03   8.594E-12   2.08E-01   8.19E-06       T     334   9.985E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17000   1.700E+01   7.358E-03   6.374E-12   2.08E-01   8.19E-06       T     343   7.455E-07
 17001   1.700E+01   7.375E-03   1.118E-11   2.07E-01   8.19E-06       T     307   9.656E-07
 17002   1.700E+01   7.336E-03   8.095E-12   2.07E-01   8.19E-06       T     338   9.763E-07
 17003   1.700E+01   7.243E-03   1.143E-11   2.07E-01   8.19E-06       T     289   9.166E-07
 17004   1.700E+01   7.097E-03   5.485E-12   2.07E-01   8.19E-06       T     281   9.868E-07
 17005   1.700E+01   7.085E-03   1.099E-11   2.07E-01   8.19E-06       T     339   9.408E-07
 17006   1.701E+01   7.244E-03   6.735E-12   2.07E-01   8.19E-06       T     288   9.259E-07
 17007   1.701E+01   7.316E-03   7.383E-12   2.06E-01   8.19E-06       T     336   8.244E-07
 17008   1.701E+01   7.301E-03   8.511E-12   2.06E-01   8.19E-06       T     337   8.679E-07
 17009   1.701E+01   7.198E-03   4.335E-12   2.07E-01   8.19E-06       T     335   5.334E-07
 17010   1.701E+01   7.010E-03   8.253E-12   2.07E-01   8.19E-06       T     310   9.050E-07
 17011   1.701E+01   6.740E-03   8.396E-12   2.07E-01   8.19E-06       T     321   9.794E-07
 17012   1.701E+01   6.390E-03   9.852E-12   2.07E-01   8.19E-06       T     305   9.898E-07
 17013   1.701E+01   5.987E-03   8.836E-12   2.07E-01   8.19E-06       T     323   9.473E-07
 17014   1.701E+01   6.257E-03   7.501E-12   2.07E-01   8.19E-06       T     338   7.531E-07
 17015   1.701E+01   6.421E-03   7.372E-12   2.07E-01   8.19E-06       T     348   8.377E-07
 17016   1.702E+01   6.474E-03   6.661E-12   2.07E-01   8.19E-06       T     344   7.945E-07
 17017   1.702E+01   6.413E-03   7.621E-12   2.07E-01   8.19E-06       T     300   9.198E-07
 17018   1.702E+01   6.564E-03   8.519E-12   2.07E-01   8.19E-06       T     344   7.356E-07
 17019   1.702E+01   6.860E-03   8.930E-12   2.07E-01   8.19E-06       T     326   9.781E-07
 17020   1.702E+01   7.037E-03   1.074E-11   2.07E-01   8.19E-06       T     324   9.189E-07
 17021   1.702E+01   7.092E-03   5.255E-12   2.06E-01   8.19E-06       T     336   6.412E-07
 17022   1.702E+01   7.023E-03   6.092E-12   2.06E-01   8.19E-06       T     337   8.115E-07
 17023   1.702E+01   6.834E-03   5.624E-12   2.06E-01   8.19E-06       T     327   7.377E-07
 17024   1.702E+01   6.801E-03   8.578E-12   2.06E-01   8.19E-06       T     334   9.504E-07
 17025   1.702E+01   7.056E-03   5.397E-12   2.06E-01   8.19E-06       T     334   6.385E-07
 17026   1.703E+01   7.229E-03   7.280E-12   2.06E-01   8.19E-06       T     328   7.589E-07
 17027   1.703E+01   7.315E-03   4.524E-12   2.05E-01   8.19E-06       T     339   5.232E-07
 17028   1.703E+01   7.314E-03   9.320E-12   2.05E-01   8.19E-06       T     331   9.935E-07
 17029   1.703E+01   7.224E-03   8.522E-12   2.05E-01   8.19E-06       T     317   9.243E-07
 17030   1.703E+01   7.046E-03   7.911E-12   2.05E-01   8.19E-06       T     335   9.228E-07
 17031   1.703E+01   6.782E-03   7.475E-12   2.04E-01   8.19E-06       T     314   6.939E-07
 17032   1.703E+01   6.433E-03   7.779E-12   2.04E-01   8.19E-06       T     323   9.894E-07
 17033   1.703E+01   6.428E-03   9.848E-12   2.03E-01   8.19E-06       T     333   9.302E-07
 17034   1.703E+01   6.494E-03   8.299E-12   2.03E-01   8.19E-06       T     330   9.573E-07
 17035   1.703E+01   6.475E-03   4.969E-12   2.03E-01   8.19E-06       T     338   8.022E-07
 17036   1.704E+01   6.373E-03   7.910E-12   2.03E-01   8.19E-06       T     330   8.728E-07
 17037   1.704E+01   6.189E-03   8.136E-12   2.03E-01   8.19E-06       T     324   9.780E-07
 17038   1.704E+01   5.957E-03   4.369E-12   2.03E-01   8.19E-06       T     329   8.149E-07
 17039   1.704E+01   6.083E-03   1.248E-11   2.03E-01   8.19E-06       T     330   9.756E-07
 17040   1.704E+01   6.374E-03   1.261E-11   2.03E-01   8.19E-06       T     325   9.487E-07
 17041   1.704E+01   6.601E-03   5.961E-12   2.03E-01   8.19E-06       T     333   5.376E-07
 17042   1.704E+01   6.758E-03   7.041E-12   2.03E-01   8.19E-06       T     332   9.345E-07
 17043   1.704E+01   6.844E-03   5.278E-12   2.03E-01   8.19E-06       T     320   4.566E-07
 17044   1.704E+01   6.855E-03   8.471E-12   2.03E-01   8.19E-06       T     346   9.465E-07
 17045   1.704E+01   6.791E-03   8.858E-12   2.03E-01   8.19E-06       T     333   9.795E-07
 17046   1.705E+01   6.652E-03   6.813E-12   2.03E-01   8.19E-06       T     344   9.523E-07
 17047   1.705E+01   6.436E-03   5.808E-12   2.03E-01   8.19E-06       T     333   9.648E-07
 17048   1.705E+01   6.339E-03   4.225E-12   2.03E-01   8.19E-06       T     336   5.878E-07
 17049   1.705E+01   6.498E-03   6.969E-12   2.03E-01   8.19E-06       T     352   7.962E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17050   1.705E+01   6.582E-03   3.931E-12   2.03E-01   8.19E-06       T     356   8.890E-07
 17051   1.705E+01   6.893E-03   3.801E-12   2.03E-01   8.19E-06       T     356   9.268E-07
 17052   1.705E+01   7.162E-03   4.812E-12   2.03E-01   8.19E-06       T     327   6.297E-07
 17053   1.705E+01   7.341E-03   2.664E-12   2.02E-01   8.19E-06       T     370   2.448E-07
 17054   1.705E+01   7.428E-03   4.162E-12   2.02E-01   8.19E-06       T     338   6.997E-07
 17055   1.705E+01   7.423E-03   6.111E-12   2.03E-01   8.19E-06       T     330   9.585E-07
 17056   1.706E+01   7.327E-03   3.777E-12   2.03E-01   8.19E-06       T     331   7.275E-07
 17057   1.706E+01   7.141E-03   8.189E-12   2.03E-01   8.19E-06       T     335   8.639E-07
 17058   1.706E+01   6.867E-03   5.150E-12   2.03E-01   8.19E-06       T     335   7.959E-07
 17059   1.706E+01   6.510E-03   5.495E-12   2.03E-01   8.19E-06       T     332   5.923E-07
 17060   1.706E+01   6.074E-03   5.675E-12   2.03E-01   8.19E-06       T     328   9.015E-07
 17061   1.706E+01   5.944E-03   5.164E-12   2.03E-01   8.19E-06       T     327   9.397E-07
 17062   1.706E+01   5.847E-03   4.796E-12   2.03E-01   8.19E-06       T     336   9.364E-07
 17063   1.706E+01   5.980E-03   4.334E-12   2.03E-01   8.19E-06       T     325   9.385E-07
 17064   1.706E+01   6.045E-03   4.562E-12   2.03E-01   8.19E-06       T     321   2.901E-07
 17065   1.706E+01   6.041E-03   4.230E-12   2.03E-01   8.19E-06       T     327   4.812E-07
 17066   1.707E+01   5.970E-03   6.699E-12   2.03E-01   8.19E-06       T     335   9.322E-07
 17067   1.707E+01   5.841E-03   6.921E-12   2.04E-01   8.19E-06       T     339   9.641E-07
 17068   1.707E+01   6.220E-03   4.241E-12   2.04E-01   8.19E-06       T     331   6.032E-07
 17069   1.707E+01   6.594E-03   6.954E-12   2.04E-01   8.19E-06       T     326   9.390E-07
 17070   1.707E+01   6.897E-03   2.409E-12   2.04E-01   8.19E-06       T     317   3.116E-07
 17071   1.707E+01   7.127E-03   6.208E-12   2.04E-01   8.19E-06       T     326   5.791E-07
 17072   1.707E+01   7.281E-03   6.334E-12   2.03E-01   8.19E-06       T     309   5.606E-07
 17073   1.707E+01   7.359E-03   6.190E-12   2.04E-01   8.19E-06       T     335   7.224E-07
 17074   1.707E+01   7.361E-03   9.003E-12   2.04E-01   8.19E-06       T     323   8.577E-07
 17075   1.707E+01   7.286E-03   8.823E-12   2.04E-01   8.19E-06       T     320   9.477E-07
 17076   1.708E+01   7.137E-03   1.194E-11   2.04E-01   8.19E-06       T     316   9.233E-07
 17077   1.708E+01   6.917E-03   8.797E-12   2.04E-01   8.19E-06       T     314   9.773E-07
 17078   1.708E+01   6.695E-03   8.575E-12   2.05E-01   8.19E-06       T     328   9.649E-07
 17079   1.708E+01   6.542E-03   8.156E-12   2.05E-01   8.19E-06       T     318   8.780E-07
 17080   1.708E+01   6.687E-03   7.995E-12   2.05E-01   8.19E-06       T     297   9.108E-07
 17081   1.708E+01   6.876E-03   8.729E-12   2.05E-01   8.19E-06       T     304   7.819E-07
 17082   1.708E+01   6.979E-03   6.571E-12   2.06E-01   8.19E-06       T     308   9.074E-07
 17083   1.708E+01   6.995E-03   6.128E-12   2.06E-01   8.19E-06       T     335   6.802E-07
 17084   1.708E+01   6.924E-03   6.961E-12   2.06E-01   8.19E-06       T     302   9.351E-07
 17085   1.708E+01   6.767E-03   1.286E-11   2.06E-01   8.19E-06       T     298   9.273E-07
 17086   1.709E+01   6.527E-03   5.515E-12   2.06E-01   8.19E-06       T     305   7.229E-07
 17087   1.709E+01   6.456E-03   8.967E-12   2.06E-01   8.19E-06       T     302   9.309E-07
 17088   1.709E+01   6.701E-03   8.587E-12   2.06E-01   8.19E-06       T     310   9.520E-07
 17089   1.709E+01   6.788E-03   8.338E-12   2.06E-01   8.19E-06       T     303   9.745E-07
 17090   1.709E+01   6.715E-03   6.086E-12   2.06E-01   8.19E-06       T     299   8.279E-07
 17091   1.709E+01   6.482E-03   4.460E-12   2.06E-01   8.19E-06       T     299   6.767E-07
 17092   1.709E+01   6.097E-03   6.443E-12   2.06E-01   8.19E-06       T     302   8.372E-07
 17093   1.709E+01   5.931E-03   6.795E-12   2.06E-01   8.19E-06       T     298   9.716E-07
 17094   1.709E+01   6.158E-03   6.492E-12   2.07E-01   8.19E-06       T     303   8.939E-07
 17095   1.709E+01   6.329E-03   2.954E-12   2.07E-01   8.19E-06       T     305   4.157E-07
 17096   1.710E+01   6.443E-03   1.119E-12   2.07E-01   8.19E-06       T     295   8.563E-08
 17097   1.710E+01   6.499E-03   7.504E-12   2.08E-01   8.19E-06       T     298   8.283E-07
 17098   1.710E+01   6.498E-03   5.661E-12   2.08E-01   8.19E-06       T     297   8.543E-07
 17099   1.710E+01   6.439E-03   4.353E-12   2.08E-01   8.19E-06       T     292   7.085E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17100   1.710E+01   6.325E-03   6.059E-12   2.08E-01   8.19E-06       T     301   8.488E-07
 17101   1.710E+01   6.302E-03   6.732E-12   2.09E-01   8.19E-06       T     296   8.800E-07
 17102   1.710E+01   6.491E-03   6.315E-12   2.09E-01   8.19E-06       T     300   7.848E-07
 17103   1.710E+01   6.606E-03   8.865E-12   2.09E-01   8.19E-06       T     297   9.492E-07
 17104   1.710E+01   6.647E-03   7.686E-12   2.09E-01   8.19E-06       T     300   5.662E-07
 17105   1.710E+01   6.612E-03   6.080E-12   2.09E-01   8.19E-06       T     294   9.527E-07
 17106   1.711E+01   6.502E-03   1.107E-11   2.09E-01   8.19E-06       T     307   9.984E-07
 17107   1.711E+01   6.318E-03   7.558E-12   2.09E-01   8.19E-06       T     300   9.321E-07
 17108   1.711E+01   6.062E-03   7.602E-12   2.09E-01   8.19E-06       T     305   9.804E-07
 17109   1.711E+01   6.091E-03   1.081E-11   2.09E-01   8.19E-06       T     301   5.787E-07
 17110   1.711E+01   6.159E-03   7.555E-12   2.10E-01   8.19E-06       T     299   5.883E-07
 17111   1.711E+01   6.147E-03   5.462E-12   2.10E-01   8.19E-06       T     298   6.408E-07
 17112   1.711E+01   6.055E-03   4.627E-12   2.09E-01   8.19E-06       T     297   7.990E-07
 17113   1.711E+01   5.885E-03   9.348E-12   2.09E-01   8.19E-06       T     312   9.324E-07
 17114   1.711E+01   5.960E-03   3.393E-12   2.09E-01   8.19E-06       T     304   6.243E-07
 17115   1.711E+01   6.149E-03   9.339E-12   2.09E-01   8.19E-06       T     347   9.948E-07
 17116   1.712E+01   6.287E-03   9.582E-12   2.09E-01   8.19E-06       T     291   8.270E-07
 17117   1.712E+01   6.372E-03   3.163E-12   2.08E-01   8.19E-06       T     301   5.391E-07
 17118   1.712E+01   6.405E-03   8.098E-12   2.08E-01   8.19E-06       T     295   9.924E-07
 17119   1.712E+01   6.386E-03   9.116E-12   2.08E-01   8.19E-06       T     296   9.713E-07
 17120   1.712E+01   6.315E-03   7.971E-12   2.08E-01   8.19E-06       T     313   9.993E-07
 17121   1.712E+01   6.195E-03   8.614E-12   2.08E-01   8.19E-06       T     315   9.976E-07
 17122   1.712E+01   6.027E-03   5.793E-12   2.07E-01   8.19E-06       T     305   4.362E-07
 17123   1.712E+01   5.814E-03   9.228E-12   2.07E-01   8.19E-06       T     298   9.265E-07
 17124   1.712E+01   5.558E-03   9.202E-12   2.07E-01   8.19E-06       T     299   9.842E-07
 17125   1.712E+01   5.503E-03   7.626E-12   2.07E-01   8.19E-06       T     300   8.373E-07
 17126   1.713E+01   5.458E-03   4.530E-12   2.07E-01   8.19E-06       T     302   8.652E-07
 17127   1.713E+01   5.355E-03   7.674E-12   2.07E-01   8.19E-06       T     305   8.567E-07
 17128   1.713E+01   5.702E-03   5.986E-12   2.06E-01   8.19E-06       T     306   9.164E-07
 17129   1.713E+01   6.037E-03   3.322E-12   2.06E-01   8.19E-06       T     299   2.241E-07
 17130   1.713E+01   6.295E-03   6.086E-12   2.06E-01   8.19E-06       T     302   7.506E-07
 17131   1.713E+01   6.474E-03   5.921E-12   2.06E-01   8.19E-06       T     299   7.501E-07
 17132   1.713E+01   6.571E-03   1.235E-11   2.06E-01   8.19E-06       T     309   9.070E-07
 17133   1.713E+01   6.585E-03   7.352E-12   2.06E-01   8.19E-06       T     306   9.694E-07
