====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
 10275   1.027E+01   2.436E-03   7.252E-12   1.68E-01   8.19E-06       T     315   9.376E-07
 10276   1.028E+01   2.440E-03   5.258E-12   1.68E-01   8.19E-06       T     314   8.995E-07
 10277   1.028E+01   2.424E-03   7.865E-12   1.68E-01   8.19E-06       T     342   7.190E-07
 10278   1.028E+01   2.388E-03   9.238E-12   1.68E-01   8.19E-06       T     330   9.439E-07
 10279   1.028E+01   2.333E-03   9.446E-12   1.68E-01   8.19E-06       T     327   9.600E-07
 10280   1.028E+01   2.259E-03   5.978E-12   1.68E-01   8.19E-06       T     307   9.799E-07
 10281   1.028E+01   2.167E-03   6.909E-12   1.67E-01   8.19E-06       T     329   8.940E-07
 10282   1.028E+01   2.058E-03   8.249E-12   1.67E-01   8.19E-06       T     314   9.780E-07
 10283   1.028E+01   1.934E-03   1.047E-11   1.67E-01   8.19E-06       T     306   8.313E-07
 10284   1.028E+01   1.884E-03   9.503E-12   1.67E-01   8.19E-06       T     346   9.938E-07
 10285   1.028E+01   1.879E-03   5.672E-12   1.67E-01   8.19E-06       T     309   9.748E-07
 10286   1.029E+01   1.869E-03   6.143E-12   1.67E-01   8.19E-06       T     301   6.491E-07
 10287   1.029E+01   1.911E-03   8.622E-12   1.67E-01   8.19E-06       T     312   9.736E-07
 10288   1.029E+01   2.046E-03   5.327E-12   1.67E-01   8.19E-06       T     310   9.861E-07
 10289   1.029E+01   2.164E-03   6.369E-12   1.67E-01   8.19E-06       T     309   6.640E-07
 10290   1.029E+01   2.262E-03   8.240E-12   1.67E-01   8.19E-06       T     307   9.525E-07
 10291   1.029E+01   2.340E-03   9.041E-12   1.67E-01   8.19E-06       T     326   9.784E-07
 10292   1.029E+01   2.397E-03   7.160E-12   1.67E-01   8.19E-06       T     327   8.111E-07
 10293   1.029E+01   2.433E-03   6.784E-12   1.67E-01   8.19E-06       T     315   9.604E-07
 10294   1.029E+01   2.447E-03   8.824E-12   1.67E-01   8.19E-06       T     313   9.712E-07
 10295   1.029E+01   2.439E-03   6.913E-12   1.67E-01   8.19E-06       T     318   9.747E-07
 10296   1.030E+01   2.409E-03   7.469E-12   1.67E-01   8.19E-06       T     293   8.425E-07
 10297   1.030E+01   2.357E-03   2.377E-12   1.67E-01   8.19E-06       T     325   2.186E-07
 10298   1.030E+01   2.284E-03   8.136E-12   1.67E-01   8.19E-06       T     319   9.743E-07
 10299   1.030E+01   2.191E-03   7.956E-12   1.67E-01   8.19E-06       T     319   6.155E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10300   1.030E+01   2.078E-03   7.415E-12   1.67E-01   8.19E-06       T     307   9.475E-07
 10301   1.030E+01   1.946E-03   7.812E-12   1.67E-01   8.19E-06       T     322   8.462E-07
 10302   1.030E+01   2.071E-03   8.095E-12   1.67E-01   8.19E-06       T     298   6.357E-07
 10303   1.030E+01   2.217E-03   5.205E-12   1.67E-01   8.19E-06       T     307   8.887E-07
 10304   1.030E+01   2.349E-03   1.110E-11   1.67E-01   8.19E-06       T     336   8.600E-07
 10305   1.030E+01   2.466E-03   4.887E-12   1.67E-01   8.19E-06       T     307   5.756E-07
 10306   1.031E+01   2.565E-03   4.747E-12   1.67E-01   8.19E-06       T     304   7.912E-07
 10307   1.031E+01   2.645E-03   9.460E-12   1.67E-01   8.19E-06       T     325   8.845E-07
 10308   1.031E+01   2.704E-03   5.286E-12   1.67E-01   8.19E-06       T     307   9.632E-07
 10309   1.031E+01   2.742E-03   5.124E-12   1.67E-01   8.19E-06       T     309   8.977E-07
 10310   1.031E+01   2.758E-03   7.827E-12   1.67E-01   8.19E-06       T     323   9.288E-07
 10311   1.031E+01   2.749E-03   6.609E-12   1.67E-01   8.19E-06       T     312   8.887E-07
 10312   1.031E+01   2.717E-03   5.772E-12   1.67E-01   8.19E-06       T     310   8.871E-07
 10313   1.031E+01   2.661E-03   8.831E-12   1.66E-01   8.19E-06       T     316   9.899E-07
 10314   1.031E+01   2.580E-03   9.682E-12   1.67E-01   8.19E-06       T     312   9.197E-07
 10315   1.031E+01   2.476E-03   2.422E-12   1.67E-01   8.19E-06       T     336   2.565E-07
 10316   1.032E+01   2.348E-03   7.021E-12   1.67E-01   8.19E-06       T     318   9.263E-07
 10317   1.032E+01   2.198E-03   7.671E-12   1.67E-01   8.19E-06       T     312   9.975E-07
 10318   1.032E+01   2.026E-03   8.828E-12   1.67E-01   8.19E-06       T     308   9.652E-07
 10319   1.032E+01   1.923E-03   8.010E-12   1.68E-01   8.19E-06       T     311   9.756E-07
 10320   1.032E+01   1.986E-03   4.285E-12   1.68E-01   8.19E-06       T     305   9.545E-07
 10321   1.032E+01   2.073E-03   3.583E-12   1.68E-01   8.19E-06       T     327   5.477E-07
 10322   1.032E+01   2.142E-03   8.248E-12   1.68E-01   8.19E-06       T     309   9.893E-07
 10323   1.032E+01   2.192E-03   8.708E-12   1.68E-01   8.19E-06       T     315   9.328E-07
 10324   1.032E+01   2.222E-03   8.121E-12   1.68E-01   8.19E-06       T     314   9.789E-07
 10325   1.032E+01   2.230E-03   7.599E-12   1.68E-01   8.19E-06       T     315   9.219E-07
 10326   1.033E+01   2.216E-03   7.366E-12   1.68E-01   8.19E-06       T     304   9.816E-07
 10327   1.033E+01   2.179E-03   5.417E-12   1.68E-01   8.19E-06       T     303   9.876E-07
 10328   1.033E+01   2.120E-03   1.047E-11   1.68E-01   8.19E-06       T     321   9.276E-07
 10329   1.033E+01   2.038E-03   1.269E-11   1.68E-01   8.19E-06       T     315   9.798E-07
 10330   1.033E+01   1.935E-03   8.761E-12   1.68E-01   8.19E-06       T     315   9.955E-07
 10331   1.033E+01   1.837E-03   7.223E-12   1.68E-01   8.19E-06       T     337   7.576E-07
 10332   1.033E+01   1.830E-03   6.482E-12   1.68E-01   8.19E-06       T     304   9.872E-07
 10333   1.033E+01   1.834E-03   1.056E-11   1.68E-01   8.19E-06       T     325   9.522E-07
 10334   1.033E+01   1.884E-03   8.982E-12   1.68E-01   8.19E-06       T     318   9.750E-07
 10335   1.033E+01   2.020E-03   8.686E-12   1.68E-01   8.19E-06       T     312   9.604E-07
 10336   1.034E+01   2.165E-03   9.331E-12   1.68E-01   8.19E-06       T     306   9.913E-07
 10337   1.034E+01   2.285E-03   6.053E-12   1.69E-01   8.19E-06       T     302   9.773E-07
 10338   1.034E+01   2.377E-03   2.160E-12   1.69E-01   8.19E-06       T     328   1.876E-07
 10339   1.034E+01   2.443E-03   6.825E-12   1.69E-01   8.19E-06       T     314   9.081E-07
 10340   1.034E+01   2.481E-03   6.284E-12   1.69E-01   8.19E-06       T     302   9.015E-07
 10341   1.034E+01   2.491E-03   5.903E-12   1.70E-01   8.19E-06       T     305   9.881E-07
 10342   1.034E+01   2.476E-03   6.231E-12   1.70E-01   8.19E-06       T     311   7.898E-07
 10343   1.034E+01   2.434E-03   4.912E-12   1.70E-01   8.19E-06       T     293   6.393E-07
 10344   1.034E+01   2.369E-03   8.004E-12   1.70E-01   8.19E-06       T     297   8.875E-07
 10345   1.034E+01   2.310E-03   1.019E-11   1.70E-01   8.19E-06       T     322   7.805E-07
 10346   1.035E+01   2.361E-03   8.812E-12   1.70E-01   8.19E-06       T     327   9.456E-07
 10347   1.035E+01   2.394E-03   7.808E-12   1.70E-01   8.19E-06       T     311   8.512E-07
 10348   1.035E+01   2.407E-03   9.664E-12   1.70E-01   8.19E-06       T     314   8.110E-07
 10349   1.035E+01   2.400E-03   8.745E-12   1.70E-01   8.19E-06       T     319   9.456E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10350   1.035E+01   2.372E-03   6.578E-12   1.70E-01   8.19E-06       T     313   9.869E-07
 10351   1.035E+01   2.321E-03   4.940E-12   1.70E-01   8.19E-06       T     308   9.577E-07
 10352   1.035E+01   2.250E-03   6.500E-12   1.70E-01   8.19E-06       T     307   9.441E-07
 10353   1.035E+01   2.156E-03   7.862E-12   1.70E-01   8.19E-06       T     317   9.533E-07
 10354   1.035E+01   2.042E-03   5.930E-12   1.69E-01   8.19E-06       T     306   9.731E-07
 10355   1.035E+01   2.032E-03   6.248E-12   1.69E-01   8.19E-06       T     311   9.957E-07
 10356   1.036E+01   2.014E-03   9.495E-12   1.69E-01   8.19E-06       T     319   9.632E-07
 10357   1.036E+01   1.993E-03   8.431E-12   1.69E-01   8.19E-06       T     318   9.896E-07
 10358   1.036E+01   2.021E-03   8.786E-12   1.69E-01   8.19E-06       T     319   9.988E-07
 10359   1.036E+01   2.036E-03   6.890E-12   1.69E-01   8.19E-06       T     312   8.822E-07
 10360   1.036E+01   2.039E-03   6.363E-12   1.69E-01   8.19E-06       T     306   9.724E-07
 10361   1.036E+01   2.027E-03   9.237E-12   1.68E-01   8.19E-06       T     307   9.415E-07
 10362   1.036E+01   2.001E-03   7.951E-12   1.68E-01   8.19E-06       T     312   8.047E-07
 10363   1.036E+01   1.961E-03   6.814E-12   1.68E-01   8.19E-06       T     311   7.798E-07
 10364   1.036E+01   2.060E-03   7.185E-12   1.68E-01   8.19E-06       T     308   6.629E-07
 10365   1.036E+01   2.149E-03   5.453E-12   1.68E-01   8.19E-06       T     322   7.059E-07
 10366   1.037E+01   2.216E-03   7.444E-12   1.68E-01   8.19E-06       T     319   6.700E-07
 10367   1.037E+01   2.262E-03   9.513E-12   1.68E-01   8.19E-06       T     319   9.978E-07
 10368   1.037E+01   2.285E-03   1.110E-11   1.68E-01   8.19E-06       T     318   9.442E-07
 10369   1.037E+01   2.287E-03   6.615E-12   1.69E-01   8.19E-06       T     307   8.044E-07
 10370   1.037E+01   2.267E-03   9.507E-12   1.69E-01   8.19E-06       T     316   9.858E-07
 10371   1.037E+01   2.227E-03   5.534E-12   1.69E-01   8.19E-06       T     307   9.449E-07
 10372   1.037E+01   2.166E-03   8.638E-12   1.69E-01   8.19E-06       T     313   9.953E-07
 10373   1.037E+01   2.087E-03   6.297E-12   1.69E-01   8.19E-06       T     308   8.657E-07
 10374   1.037E+01   1.991E-03   8.316E-12   1.69E-01   8.19E-06       T     324   9.647E-07
 10375   1.037E+01   1.937E-03   5.709E-12   1.69E-01   8.19E-06       T     307   9.917E-07
 10376   1.038E+01   2.005E-03   9.382E-12   1.69E-01   8.19E-06       T     320   9.919E-07
 10377   1.038E+01   2.050E-03   8.748E-12   1.69E-01   8.19E-06       T     323   9.382E-07
 10378   1.038E+01   2.072E-03   1.031E-11   1.68E-01   8.19E-06       T     311   8.030E-07
 10379   1.038E+01   2.072E-03   8.770E-12   1.68E-01   8.19E-06       T     312   9.744E-07
 10380   1.038E+01   2.050E-03   7.841E-12   1.68E-01   8.19E-06       T     311   9.875E-07
 10381   1.038E+01   2.031E-03   6.130E-12   1.68E-01   8.19E-06       T     310   8.689E-07
 10382   1.038E+01   2.057E-03   5.612E-12   1.68E-01   8.19E-06       T     308   9.963E-07
 10383   1.038E+01   2.073E-03   6.755E-12   1.68E-01   8.19E-06       T     311   8.322E-07
 10384   1.038E+01   2.080E-03   5.826E-12   1.68E-01   8.19E-06       T     307   9.978E-07
 10385   1.038E+01   2.077E-03   1.021E-11   1.68E-01   8.19E-06       T     310   9.817E-07
 10386   1.039E+01   2.065E-03   5.130E-12   1.68E-01   8.19E-06       T     304   9.884E-07
 10387   1.039E+01   2.045E-03   7.361E-12   1.68E-01   8.19E-06       T     310   9.332E-07
 10388   1.039E+01   2.016E-03   8.563E-12   1.68E-01   8.19E-06       T     309   9.297E-07
 10389   1.039E+01   2.017E-03   5.359E-12   1.68E-01   8.19E-06       T     308   6.668E-07
 10390   1.039E+01   2.088E-03   8.320E-12   1.68E-01   8.19E-06       T     309   8.888E-07
 10391   1.039E+01   2.140E-03   7.042E-12   1.68E-01   8.19E-06       T     306   9.848E-07
 10392   1.039E+01   2.173E-03   9.084E-12   1.68E-01   8.19E-06       T     311   7.826E-07
 10393   1.039E+01   2.187E-03   9.295E-12   1.68E-01   8.19E-06       T     315   9.924E-07
 10394   1.039E+01   2.182E-03   6.908E-12   1.69E-01   8.19E-06       T     311   8.798E-07
 10395   1.039E+01   2.161E-03   8.900E-12   1.69E-01   8.19E-06       T     320   8.959E-07
 10396   1.040E+01   2.123E-03   2.212E-12   1.69E-01   8.19E-06       T     313   1.585E-07
 10397   1.040E+01   2.070E-03   6.678E-12   1.69E-01   8.19E-06       T     311   9.427E-07
 10398   1.040E+01   2.004E-03   6.853E-12   1.70E-01   8.19E-06       T     320   7.329E-07
 10399   1.040E+01   1.931E-03   5.990E-12   1.70E-01   8.19E-06       T     321   5.772E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10400   1.040E+01   1.873E-03   5.641E-12   1.70E-01   8.19E-06       T     312   8.958E-07
 10401   1.040E+01   1.801E-03   8.123E-12   1.70E-01   8.19E-06       T     312   8.854E-07
 10402   1.040E+01   1.718E-03   8.056E-12   1.70E-01   8.19E-06       T     317   7.288E-07
 10403   1.040E+01   1.755E-03   9.074E-12   1.70E-01   8.19E-06       T     320   9.522E-07
 10404   1.040E+01   1.822E-03   4.506E-12   1.70E-01   8.19E-06       T     302   5.131E-07
 10405   1.040E+01   1.871E-03   8.000E-12   1.70E-01   8.19E-06       T     324   8.872E-07
 10406   1.041E+01   1.903E-03   6.822E-12   1.70E-01   8.19E-06       T     316   5.520E-07
 10407   1.041E+01   1.918E-03   5.660E-12   1.70E-01   8.19E-06       T     326   7.119E-07
 10408   1.041E+01   1.916E-03   1.200E-11   1.70E-01   8.19E-06       T     322   9.521E-07
 10409   1.041E+01   1.896E-03   6.513E-12   1.70E-01   8.19E-06       T     318   9.581E-07
 10410   1.041E+01   1.912E-03   4.822E-12   1.70E-01   8.19E-06       T     327   5.393E-07
 10411   1.041E+01   1.972E-03   5.592E-12   1.70E-01   8.19E-06       T     347   4.281E-07
 10412   1.041E+01   2.018E-03   6.218E-12   1.70E-01   8.19E-06       T     317   9.107E-07
 10413   1.041E+01   2.052E-03   6.476E-12   1.69E-01   8.19E-06       T     318   9.020E-07
 10414   1.041E+01   2.073E-03   6.195E-12   1.69E-01   8.19E-06       T     318   9.686E-07
 10415   1.041E+01   2.080E-03   4.309E-12   1.69E-01   8.19E-06       T     322   8.766E-07
 10416   1.042E+01   2.074E-03   9.114E-12   1.69E-01   8.19E-06       T     322   9.897E-07
 10417   1.042E+01   2.055E-03   6.462E-12   1.70E-01   8.19E-06       T     330   7.867E-07
 10418   1.042E+01   2.023E-03   7.054E-12   1.70E-01   8.19E-06       T     323   6.014E-07
 10419   1.042E+01   1.978E-03   4.836E-12   1.70E-01   8.19E-06       T     319   9.483E-07
 10420   1.042E+01   1.922E-03   7.490E-12   1.70E-01   8.19E-06       T     328   7.753E-07
 10421   1.042E+01   1.855E-03   5.031E-12   1.70E-01   8.19E-06       T     326   5.496E-07
 10422   1.042E+01   1.799E-03   6.217E-12   1.69E-01   8.19E-06       T     321   9.462E-07
 10423   1.042E+01   1.853E-03   5.285E-12   1.69E-01   8.19E-06       T     320   8.681E-07
 10424   1.042E+01   1.904E-03   5.937E-12   1.69E-01   8.19E-06       T     324   6.616E-07
 10425   1.042E+01   1.932E-03   6.521E-12   1.69E-01   8.19E-06       T     311   9.522E-07
 10426   1.043E+01   1.938E-03   4.308E-12   1.69E-01   8.19E-06       T     317   4.667E-07
 10427   1.043E+01   1.919E-03   1.082E-11   1.69E-01   8.19E-06       T     323   9.935E-07
 10428   1.043E+01   1.875E-03   4.855E-12   1.69E-01   8.19E-06       T     329   6.526E-07
 10429   1.043E+01   1.805E-03   9.825E-12   1.69E-01   8.19E-06       T     325   9.042E-07
 10430   1.043E+01   1.716E-03   8.008E-12   1.69E-01   8.19E-06       T     320   9.559E-07
 10431   1.043E+01   1.690E-03   7.062E-12   1.69E-01   8.19E-06       T     323   8.731E-07
 10432   1.043E+01   1.704E-03   6.640E-12   1.69E-01   8.19E-06       T     319   8.870E-07
 10433   1.043E+01   1.788E-03   9.389E-12   1.69E-01   8.19E-06       T     342   8.979E-07
 10434   1.043E+01   1.847E-03   6.765E-12   1.69E-01   8.19E-06       T     333   7.407E-07
 10435   1.043E+01   1.877E-03   5.183E-12   1.69E-01   8.19E-06       T     310   6.256E-07
 10436   1.044E+01   1.880E-03   3.059E-12   1.69E-01   8.19E-06       T     337   2.473E-07
 10437   1.044E+01   1.893E-03   4.118E-12   1.69E-01   8.19E-06       T     325   6.645E-07
 10438   1.044E+01   1.938E-03   8.306E-12   1.69E-01   8.19E-06       T     327   8.930E-07
 10439   1.044E+01   1.957E-03   8.083E-12   1.69E-01   8.19E-06       T     339   8.839E-07
 10440   1.044E+01   1.949E-03   5.170E-12   1.69E-01   8.19E-06       T     322   8.913E-07
 10441   1.044E+01   1.913E-03   2.789E-12   1.69E-01   8.19E-06       T     326   5.028E-07
 10442   1.044E+01   1.850E-03   6.847E-12   1.69E-01   8.19E-06       T     317   9.303E-07
 10443   1.044E+01   1.895E-03   6.395E-12   1.69E-01   8.19E-06       T     328   9.274E-07
 10444   1.044E+01   1.926E-03   6.554E-12   1.69E-01   8.19E-06       T     328   6.937E-07
 10445   1.044E+01   1.942E-03   6.160E-12   1.68E-01   8.19E-06       T     323   8.807E-07
 10446   1.045E+01   1.943E-03   5.202E-12   1.68E-01   8.19E-06       T     323   8.445E-07
 10447   1.045E+01   1.955E-03   5.590E-12   1.68E-01   8.19E-06       T     324   9.125E-07
 10448   1.045E+01   1.969E-03   5.863E-12   1.68E-01   8.19E-06       T     324   8.325E-07
 10449   1.045E+01   1.978E-03   6.950E-12   1.68E-01   8.19E-06       T     325   8.054E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10450   1.045E+01   2.058E-03   4.627E-12   1.68E-01   8.19E-06       T     324   9.721E-07
 10451   1.045E+01   2.137E-03   6.236E-13   1.68E-01   8.19E-06       T     338   7.036E-08
 10452   1.045E+01   2.184E-03   3.868E-12   1.68E-01   8.19E-06       T     326   7.693E-07
 10453   1.045E+01   2.197E-03   5.861E-12   1.68E-01   8.19E-06       T     325   8.446E-07
 10454   1.045E+01   2.177E-03   8.136E-12   1.68E-01   8.19E-06       T     321   8.577E-07
 10455   1.045E+01   2.122E-03   3.382E-12   1.68E-01   8.19E-06       T     330   5.389E-07
 10456   1.046E+01   2.034E-03   6.125E-12   1.68E-01   8.19E-06       T     325   6.939E-07
 10457   1.046E+01   1.913E-03   1.073E-11   1.68E-01   8.19E-06       T     321   9.775E-07
 10458   1.046E+01   1.795E-03   5.405E-12   1.68E-01   8.19E-06       T     324   9.799E-07
 10459   1.046E+01   1.829E-03   3.626E-12   1.68E-01   8.19E-06       T     326   8.069E-07
 10460   1.046E+01   1.854E-03   6.261E-12   1.68E-01   8.19E-06       T     326   9.620E-07
 10461   1.046E+01   1.870E-03   1.685E-12   1.67E-01   8.19E-06       T     327   1.423E-07
 10462   1.046E+01   1.950E-03   5.709E-12   1.67E-01   8.19E-06       T     326   9.894E-07
 10463   1.046E+01   2.130E-03   4.337E-12   1.67E-01   8.19E-06       T     325   6.581E-07
 10464   1.046E+01   2.288E-03   7.038E-12   1.67E-01   8.19E-06       T     328   7.668E-07
 10465   1.046E+01   2.422E-03   5.421E-12   1.67E-01   8.19E-06       T     326   7.958E-07
 10466   1.047E+01   2.528E-03   5.070E-12   1.67E-01   8.19E-06       T     328   9.603E-07
 10467   1.047E+01   2.604E-03   2.104E-12   1.67E-01   8.19E-06       T     329   3.369E-07
 10468   1.047E+01   2.647E-03   5.974E-12   1.67E-01   8.19E-06       T     326   8.557E-07
 10469   1.047E+01   2.658E-03   4.441E-12   1.67E-01   8.19E-06       T     334   4.740E-07
 10470   1.047E+01   2.633E-03   9.391E-12   1.67E-01   8.19E-06       T     329   9.977E-07
 10471   1.047E+01   2.575E-03   2.460E-12   1.67E-01   8.19E-06       T     336   2.755E-07
 10472   1.047E+01   2.482E-03   6.642E-12   1.67E-01   8.19E-06       T     324   9.273E-07
 10473   1.047E+01   2.455E-03   4.809E-12   1.67E-01   8.19E-06       T     326   9.482E-07
 10474   1.047E+01   2.462E-03   5.975E-12   1.67E-01   8.19E-06       T     331   9.043E-07
 10475   1.047E+01   2.458E-03   6.665E-12   1.67E-01   8.19E-06       T     325   9.358E-07
 10476   1.048E+01   2.442E-03   7.657E-12   1.67E-01   8.19E-06       T     331   8.688E-07
 10477   1.048E+01   2.415E-03   6.179E-12   1.67E-01   8.19E-06       T     314   8.459E-07
 10478   1.048E+01   2.377E-03   1.128E-11   1.67E-01   8.19E-06       T     325   7.827E-07
 10479   1.048E+01   2.329E-03   2.939E-12   1.67E-01   8.19E-06       T     326   6.399E-07
 10480   1.048E+01   2.270E-03   5.238E-12   1.68E-01   8.19E-06       T     331   6.721E-07
 10481   1.048E+01   2.201E-03   7.002E-12   1.68E-01   8.19E-06       T     333   9.852E-07
 10482   1.048E+01   2.250E-03   4.791E-12   1.68E-01   8.19E-06       T     325   9.968E-07
 10483   1.048E+01   2.354E-03   5.077E-12   1.68E-01   8.19E-06       T     326   5.782E-07
 10484   1.048E+01   2.432E-03   4.031E-12   1.68E-01   8.19E-06       T     326   8.456E-07
 10485   1.048E+01   2.481E-03   4.338E-12   1.69E-01   8.19E-06       T     328   8.149E-07
 10486   1.049E+01   2.499E-03   2.184E-12   1.69E-01   8.19E-06       T     335   3.037E-07
 10487   1.049E+01   2.486E-03   8.482E-13   1.69E-01   8.19E-06       T     320   1.275E-07
 10488   1.049E+01   2.441E-03   2.967E-12   1.69E-01   8.19E-06       T     327   2.384E-07
 10489   1.049E+01   2.363E-03   3.941E-12   1.69E-01   8.19E-06       T     326   6.715E-07
 10490   1.049E+01   2.254E-03   8.895E-12   1.68E-01   8.19E-06       T     326   9.321E-07
 10491   1.049E+01   2.144E-03   5.823E-12   1.68E-01   8.19E-06       T     326   7.929E-07
 10492   1.049E+01   2.201E-03   2.993E-12   1.68E-01   8.19E-06       T     324   2.407E-07
 10493   1.049E+01   2.244E-03   6.738E-12   1.68E-01   8.19E-06       T     327   4.726E-07
 10494   1.049E+01   2.273E-03   4.044E-12   1.68E-01   8.19E-06       T     327   6.685E-07
 10495   1.049E+01   2.287E-03   3.393E-12   1.67E-01   8.19E-06       T     326   7.054E-07
 10496   1.050E+01   2.286E-03   7.184E-12   1.67E-01   8.19E-06       T     333   8.192E-07
 10497   1.050E+01   2.271E-03   4.840E-12   1.67E-01   8.19E-06       T     326   8.992E-07
 10498   1.050E+01   2.240E-03   3.329E-12   1.67E-01   8.19E-06       T     327   3.461E-07
 10499   1.050E+01   2.195E-03   5.437E-12   1.67E-01   8.19E-06       T     310   5.244E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 10500   1.050E+01   2.136E-03   1.226E-12   1.67E-01   8.19E-06       T     322   2.004E-07
 10501   1.050E+01   2.062E-03   2.523E-12   1.67E-01   8.19E-06       T     336   4.620E-07
 10502   1.050E+01   1.976E-03   3.022E-12   1.67E-01   8.19E-06       T     334   5.372E-07
 10503   1.050E+01   1.877E-03   6.885E-12   1.67E-01   8.19E-06       T     324   7.384E-07
 10504   1.050E+01   1.862E-03   7.372E-13   1.66E-01   8.19E-06       T     334   5.730E-08
 10505   1.050E+01   1.931E-03   7.148E-12   1.66E-01   8.19E-06       T     330   7.537E-07
 10506   1.051E+01   1.990E-03   1.592E-12   1.66E-01   8.19E-06       T     333   3.050E-07
 10507   1.051E+01   2.041E-03   7.850E-12   1.66E-01   8.19E-06       T     330   9.376E-07
 10508   1.051E+01   2.083E-03   5.457E-12   1.66E-01   8.19E-06       T     324   9.867E-07
 10509   1.051E+01   2.114E-03   3.431E-12   1.66E-01   8.19E-06       T     325   2.590E-07
 10510   1.051E+01   2.136E-03   5.040E-12   1.67E-01   8.19E-06       T     323   9.446E-07
 10511   1.051E+01   2.149E-03   5.013E-12   1.67E-01   8.19E-06       T     322   7.555E-07
 10512   1.051E+01   2.151E-03   8.960E-12   1.67E-01   8.19E-06       T     319   7.730E-07
 10513   1.051E+01   2.144E-03   5.139E-12   1.68E-01   8.19E-06       T     327   6.855E-07
 10514   1.051E+01   2.127E-03   4.516E-12   1.68E-01   8.19E-06       T     327   7.473E-07
 10515   1.051E+01   2.100E-03   4.053E-12   1.68E-01   8.19E-06       T     328   8.475E-07
 10516   1.052E+01   2.065E-03   5.080E-12   1.68E-01   8.19E-06       T     350   6.820E-07
 10517   1.052E+01   2.021E-03   4.221E-12   1.68E-01   8.19E-06       T     321   8.216E-07
 10518   1.052E+01   1.969E-03   4.322E-12   1.69E-01   8.19E-06       T     326   7.155E-07
 10519   1.052E+01   1.909E-03   7.991E-12   1.69E-01   8.19E-06       T     323   8.877E-07
 10520   1.052E+01   1.842E-03   3.483E-12   1.69E-01   8.19E-06       T     331   5.894E-07
 10521   1.052E+01   1.768E-03   6.758E-12   1.69E-01   8.19E-06       T     325   8.804E-07
 10522   1.052E+01   1.793E-03   1.073E-11   1.69E-01   8.19E-06       T     320   9.926E-07
 10523   1.052E+01   1.880E-03   4.313E-12   1.69E-01   8.19E-06       T     323   7.380E-07
 10524   1.052E+01   1.958E-03   4.664E-12   1.69E-01   8.19E-06       T     330   7.551E-07
 10525   1.052E+01   2.027E-03   4.819E-12   1.69E-01   8.19E-06       T     329   8.218E-07
 10526   1.053E+01   2.086E-03   4.433E-12   1.69E-01   8.19E-06       T     321   8.779E-07
 10527   1.053E+01   2.134E-03   1.053E-11   1.69E-01   8.19E-06       T     331   9.209E-07
 10528   1.053E+01   2.172E-03   3.278E-12   1.69E-01   8.19E-06       T     324   7.447E-07
 10529   1.053E+01   2.199E-03   8.580E-12   1.69E-01   8.19E-06       T     323   6.763E-07
 10530   1.053E+01   2.216E-03   4.201E-12   1.68E-01   8.19E-06       T     324   9.035E-07
 10531   1.053E+01   2.221E-03   6.441E-12   1.68E-01   8.19E-06       T     327   8.616E-07
 10532   1.053E+01   2.216E-03   6.080E-12   1.68E-01   8.19E-06       T     327   8.775E-07
 10533   1.053E+01   2.199E-03   1.416E-12   1.68E-01   8.19E-06       T     327   2.949E-07
 10534   1.053E+01   2.173E-03   4.497E-12   1.67E-01   8.19E-06       T     320   7.142E-07
 10535   1.053E+01   2.185E-03   4.302E-12   1.67E-01   8.19E-06       T     329   8.839E-07
 10536   1.054E+01   2.198E-03   5.472E-12   1.67E-01   8.19E-06       T     325   7.856E-07
 10537   1.054E+01   2.201E-03   5.457E-12   1.67E-01   8.19E-06       T     322   9.465E-07
 10538   1.054E+01   2.194E-03   4.930E-12   1.66E-01   8.19E-06       T     324   7.642E-07
 10539   1.054E+01   2.177E-03   5.077E-12   1.66E-01   8.19E-06       T     327   8.263E-07
 10540   1.054E+01   2.151E-03   1.748E-12   1.66E-01   8.19E-06       T     321   2.199E-07
